candidate_id,rank,score,reasoning
CAND_0076251,47,1.0,Rare combo: Recommendation+Retrieval. Stable tenure (avg 30mo/role). 7.6yr — JD sweet spot. Currently: Search Engineer @ Haptik. Tier-2 institution (Jadavpur University). Semantic Fit: 72%. [Watch: No verified contact]
CAND_0076831,48,1.0,Rare combo: End-to-end retrieval ranking. Strong upward career arc. 4.0yr experience. Currently: Search Engineer @ Krutrim. Tier-1 institution (Stanford University). Platform test: BM25=91/100. Semantic Fit: 75%. [Watch: Below JD min experience (4.0yr)]
CAND_0076904,49,1.0,Rare combo: Recommendation+Retrieval. Strong upward career arc. 4.2yr experience. Currently: Senior Data Scientist @ Nykaa. Semantic Fit: 76%. [Watch: Below JD min experience (4.2yr)]
CAND_0077337,50,1.0,Rare combo: Reranking+Dense retrieval. Strong upward career arc. 7.0yr — JD sweet spot. Currently: Staff Machine Learning Engineer @ Paytm. Tier-1 institution (Georgia Tech). Active OSS (GitHub 68/100). Semantic Fit: 72%. [Watch: Active OSS contributor (GitHub 68/100)]
CAND_0079284,51,1.0,Rare combo: LLM fine-tuning specialist. Strong upward career arc. 4.9yr experience. Currently: Machine Learning Engineer @ Google. Tier-1 institution (IIT Roorkee). Platform test: scikit-learn=84/100. Short notice (30d). Semantic Fit: 69%. [Watch: Below JD min experience (4.9yr)]
CAND_0081846,52,1.0,Rare combo: Reranking+Dense retrieval. Strong upward career arc. 6.7yr — JD sweet spot. Currently: Lead AI Engineer @ Razorpay. Tier-1 institution (IIT Hyderabad). Short notice (30d). Semantic Fit: 68%
CAND_0082086,53,1.0,Rare combo: LLM fine-tuning specialist. Strong upward career arc. 6.0yr — JD sweet spot. Currently: Senior Software Engineer (ML) @ Razorpay. Tier-2 institution (Manipal Institute of Technology). Active OSS (GitHub 83/100). Platform test: Feature Engineering=82/100. Semantic Fit: 68%. [Watch: Active OSS contributor (GitHub 83/100)]
CAND_0083307,54,1.0,Rare combo: Recommendation+Retrieval. Strong upward career arc. 7.8yr — JD sweet spot. Currently: Search Engineer @ CRED. Tier-2 institution (COEP Pune). Active OSS (GitHub 69/100). Semantic Fit: 70%. [Watch: 120d notice; Active OSS contributor (GitHub 69/100)]
CAND_0086151,55,1.0,Rare combo: Recommendation+Retrieval. Strong upward career arc. 7.7yr — JD sweet spot. Currently: Recommendation Systems Engineer @ Wysa. Platform test: Recommendation Systems=84/100. Semantic Fit: 68%. [Watch: 120d notice]
CAND_0088025,56,1.0,Rare combo: Hybrid search infra expert. Strong upward career arc. 8.6yr — within JD range. Currently: Staff Machine Learning Engineer @ Yellow.ai. Tier-2 institution (COEP Pune). Active OSS (GitHub 75/100). Platform test: Pinecone=94/100. Semantic Fit: 74%. [Watch: Active OSS contributor (GitHub 75/100)]
CAND_0092278,57,1.0,Rare combo: Reranking+Dense retrieval. Strong upward career arc. 6.8yr — JD sweet spot. Currently: Senior NLP Engineer @ Microsoft. Tier-1 institution (IIT Delhi). Semantic Fit: 72%. [Watch: Inactive 231d; Low response rate (7%)]
CAND_0099806,58,1.0,Rare combo: End-to-end retrieval ranking. Strong upward career arc. 4.6yr experience. Currently: AI Engineer @ Mad Street Den. Tier-1 institution (IIT Roorkee). Active OSS (GitHub 87/100). Short notice (30d). Semantic Fit: 71%. [Watch: Active OSS contributor (GitHub 87/100); Below JD min experience (4.6yr)]
CAND_0059017,59,0.9996166899800301,Rare combo: LLM fine-tuning specialist. Strong upward career arc. 6.8yr — JD sweet spot. Currently: AI Research Engineer @ PhonePe. Tier-1 institution (IIT Kharagpur). Active OSS (GitHub 76/100). Semantic Fit: 66%. [Watch: Active OSS contributor (GitHub 76/100)]
CAND_0047721,60,0.9995770469307899,Rare combo: Recommendation+Retrieval. Strong upward career arc. 7.0yr — JD sweet spot. Currently: Senior Data Scientist @ Microsoft. Tier-1 institution (IIT Kharagpur). Active OSS (GitHub 90/100). Platform test: Information Retrieval=88/100. Semantic Fit: 66%. [Watch: Active OSS contributor (GitHub 90/100)]
CAND_0091534,61,0.9995466709136962,Rare combo: Recommendation+Retrieval. Strong upward career arc. 16.6yr experience. Currently: AI Engineer @ Flipkart. Tier-1 institution (IIT Delhi). Active OSS (GitHub 66/100). Short notice (30d). Semantic Fit: 66%. [Watch: Active OSS contributor (GitHub 66/100)]
CAND_0015643,62,0.9993504136800766,Rare combo: LLM fine-tuning specialist. Strong upward career arc. 5.8yr — within JD range. Currently: AI Research Engineer @ Rephrase.ai. Tier-1 institution (IIT Kanpur). Semantic Fit: 66%
CAND_0000165,63,0.9991913613653183,Rare combo: Production ML+Retrieval ops. Strong upward career arc. 6.8yr — JD sweet spot. Currently: AI Specialist @ Mad Street Den. Tier-1 institution (BITS Pilani). Platform test: Information Retrieval=85/100. Semantic Fit: 69%. [Watch: 120d notice; Active OSS contributor (GitHub 62/100)]
CAND_0082262,64,0.9991885289549827,Rare combo: LLM fine-tuning specialist. Strong upward career arc. 5.9yr — within JD range. Currently: Senior Software Engineer (ML) @ Wipro. Tier-2 institution (Jadavpur University). Short notice (30d). Semantic Fit: 66%
CAND_0043676,65,0.9988444685935973,Rare combo: LLM fine-tuning specialist. Strong upward career arc. 6.1yr — JD sweet spot. Currently: Senior Software Engineer (ML) @ Observe.AI. Tier-1 institution (IIT Kharagpur). Active OSS (GitHub 85/100). Platform test: ASR=81/100. Short notice (30d). Semantic Fit: 66%. [Watch: Active OSS contributor (GitHub 85/100)]
CAND_0017960,66,0.9986080989241599,Rare combo: End-to-end retrieval ranking. Strong upward career arc. 7.7yr — JD sweet spot. Currently: Recommendation Systems Engineer @ Nykaa. Tier-1 institution (IIT Delhi). Active OSS (GitHub 92/100). Semantic Fit: 66%. [Watch: Active OSS contributor (GitHub 92/100)]
CAND_0062247,67,0.9983749344944953,Rare combo: Recommendation+Retrieval. Strong upward career arc. 7.3yr — JD sweet spot. Currently: AI Engineer @ Google. Tier-1 institution (IIT Bombay). Short notice (30d). Semantic Fit: 66%
CAND_0055905,68,0.9982759475708007,Rare combo: Reranking+Dense retrieval. Strong upward career arc. 8.1yr — within JD range. Currently: Senior Machine Learning Engineer @ Flipkart. Tier-1 institution (IIT Kharagpur). Platform test: Elasticsearch=83/100. Short notice (30d). Semantic Fit: 66%
CAND_0024620,69,0.9981483146548271,Rare combo: Recommendation+Retrieval. Strong upward career arc. 5.9yr — within JD range. Currently: AI Engineer @ PharmEasy. Tier-2 institution (VIT Vellore). Semantic Fit: 66%
CAND_0089381,70,0.9979969441890716,Rare combo: Recommendation+Retrieval. Strong upward career arc. 6.0yr — JD sweet spot. Currently: Computer Vision Engineer @ Ola. Semantic Fit: 66%
CAND_0044222,71,0.9979919284582137,Rare combo: End-to-end retrieval ranking. Strong upward career arc. 7.7yr — JD sweet spot. Currently: AI Engineer @ PolicyBazaar. Tier-1 institution (IISc Bangalore). Platform test: LlamaIndex=85/100. Semantic Fit: 66%
CAND_0009691,72,0.9970236241817474,Rare combo: LLM fine-tuning specialist. Strong upward career arc. 6.2yr — JD sweet spot. Currently: Applied ML Engineer @ LinkedIn. Tier-2 institution (Delhi College of Engineering). Active OSS (GitHub 68/100). Platform test: LoRA=82/100. Semantic Fit: 65%. [Watch: 120d notice; Active OSS contributor (GitHub 68/100)]
CAND_0070653,73,0.9968168795108795,Rare combo: LLM fine-tuning specialist. Strong upward career arc. 5.0yr — within JD range. Currently: AI Specialist @ Dream11. Tier-2 institution (SRM University). Short notice (30d). Semantic Fit: 65%
CAND_0020350,74,0.9966627597808837,Rare combo: LLM fine-tuning specialist. Strong upward career arc. 5.8yr — within JD range. Currently: AI Engineer @ Zoho. Tier-2 institution (PES University). Platform test: NLP=87/100. Short notice (30d). Semantic Fit: 65%
CAND_0071974,75,0.996628937125206,Rare combo: Reranking+Dense retrieval. Stable tenure (avg 31mo/role). 7.8yr — JD sweet spot. Currently: Senior AI Engineer @ Netflix. Tier-1 institution (NIT Warangal). Active OSS (GitHub 83/100). Platform test: LoRA=87/100. Semantic Fit: 65%. [Watch: Active OSS contributor (GitHub 83/100)]
CAND_0093912,76,0.996531680226326,Rare combo: Recommendation+Retrieval. Strong upward career arc. 5.3yr — within JD range. Currently: Senior Data Scientist @ Razorpay. Tier-2 institution (RV College of Engineering). Active OSS (GitHub 82/100). Short notice (30d). Semantic Fit: 65%. [Watch: Active OSS contributor (GitHub 82/100)]
CAND_0039838,77,0.9964629620313644,Rare combo: LLM fine-tuning specialist. Strong upward career arc. 4.9yr experience. Currently: Recommendation Systems Engineer @ Amazon. Tier-1 institution (Georgia Tech). Semantic Fit: 65%. [Watch: No verified contact; Below JD min experience (4.9yr)]
CAND_0053591,78,0.9964357778429984,Rare combo: End-to-end retrieval ranking. Strong upward career arc. 5.3yr — within JD range. Currently: AI Engineer @ Ola. Tier-2 institution (Anna University). Active OSS (GitHub 76/100). Platform test: LangChain=90/100. Semantic Fit: 65%. [Watch: Active OSS contributor (GitHub 76/100)]
CAND_0096142,79,0.9961533948779105,Rare combo: End-to-end retrieval ranking. Strong upward career arc. 5.0yr — within JD range. Currently: Applied ML Engineer @ upGrad. Tier-1 institution (IIIT Bangalore). Active OSS (GitHub 80/100). Platform test: LoRA=92/100. Semantic Fit: 65%. [Watch: 120d notice; Active OSS contributor (GitHub 80/100)]
CAND_0003977,80,0.9959193989634514,Rare combo: Recommendation+Retrieval. Strong upward career arc. 4.6yr experience. Currently: Recommendation Systems Engineer @ Google. Tier-2 institution (COEP Pune). Platform test: Learning to Rank=90/100. Semantic Fit: 65%. [Watch: Below JD min experience (4.6yr)]
CAND_0011687,81,0.9958317175507545,Rare combo: LLM fine-tuning specialist. Strong upward career arc. 7.8yr — JD sweet spot. Currently: Senior NLP Engineer @ Niramai. Tier-1 institution (IIT Delhi). Active OSS (GitHub 76/100). Platform test: TensorFlow=78/100. Short notice (15d). Semantic Fit: 65%. [Watch: Active OSS contributor (GitHub 76/100)]
CAND_0050454,82,0.9956195950508118,Rare combo: LLM fine-tuning specialist. Strong upward career arc. 6.8yr — JD sweet spot. Currently: AI Engineer @ Rephrase.ai. Tier-1 institution (IIT Kanpur). Short notice (30d). Semantic Fit: 65%
CAND_0072660,83,0.9955060437321662,Rare combo: Recommendation+Retrieval. Strong upward career arc. 7.1yr — JD sweet spot. Currently: Machine Learning Engineer @ Unacademy. Tier-1 institution (Massachusetts Institute of Technology). Short notice (30d). Semantic Fit: 65%
CAND_0036184,84,0.9953770697116852,Rare combo: Recommendation+Retrieval. Strong upward career arc. 6.0yr — JD sweet spot. Currently: Recommendation Systems Engineer @ CRED. Tier-2 institution (VJTI Mumbai). Platform test: GANs=87/100. Short notice (30d). Semantic Fit: 65%
CAND_0041669,85,0.994863936305046,Rare combo: Recommendation+Retrieval. Strong upward career arc. 8.0yr — JD sweet spot. Currently: Recommendation Systems Engineer @ CRED. Tier-1 institution (IIT Guwahati). Active OSS (GitHub 71/100). Platform test: FAISS=84/100. Semantic Fit: 64%. [Watch: Active OSS contributor (GitHub 71/100)]
CAND_0010685,86,0.9945176362991333,Rare combo: End-to-end retrieval ranking. Strong upward career arc. 6.7yr — JD sweet spot. Currently: NLP Engineer @ Rephrase.ai. Short notice (30d). Semantic Fit: 64%
CAND_0093331,87,0.9944476842880249,Rare combo: Recommendation+Retrieval. Strong upward career arc. 16.1yr experience. Currently: NLP Engineer @ Genpact AI. Tier-2 institution (Anna University). Active OSS (GitHub 74/100). Short notice (30d). Semantic Fit: 64%. [Watch: Active OSS contributor (GitHub 74/100)]
CAND_0006557,88,0.9942943558096885,Rare combo: Recommendation+Retrieval. Strong upward career arc. 7.9yr — JD sweet spot. Currently: NLP Engineer @ Paytm. Semantic Fit: 64%. [Watch: 120d notice]
CAND_0089552,89,0.9941301643848419,Rare combo: Recommendation+Retrieval. Strong upward career arc. 6.0yr — JD sweet spot. Currently: Machine Learning Engineer @ Netflix. Tier-2 institution (RV College of Engineering). Platform test: TensorFlow=89/100. Semantic Fit: 64%. [Watch: 120d notice]
CAND_0094759,90,0.994093807041645,Rare combo: Reranking+Dense retrieval. Strong upward career arc. 8.6yr — within JD range. Currently: Lead AI Engineer @ Meta. Tier-2 institution (Manipal Institute of Technology). Active OSS (GitHub 76/100). Platform test: Prompt Engineering=81/100. Short notice (30d). Semantic Fit: 64%. [Watch: Low response rate (11%); Active OSS contributor (GitHub 76/100)]
CAND_0079387,91,0.993580150604248,Rare combo: Recommendation+Retrieval. Strong upward career arc. 6.9yr — JD sweet spot. Currently: AI Engineer @ Microsoft. Tier-2 institution (PES University). Platform test: Sentence Transformers=86/100. Short notice (30d). Semantic Fit: 64%. [Watch: Active OSS contributor (GitHub 64/100)]
CAND_0033911,92,0.993121975660324,Rare combo: Reranking+Dense retrieval. Strong upward career arc. 6.9yr — JD sweet spot. Currently: Data Scientist @ Mad Street Den. Tier-2 institution (RV College of Engineering). Active OSS (GitHub 78/100). Semantic Fit: 64%. [Watch: 120d notice; Active OSS contributor (GitHub 78/100)]
CAND_0086062,93,0.992961485683918,Rare combo: LLM fine-tuning specialist. Strong upward career arc. 4.1yr experience. Currently: ML Engineer @ Flipkart. Tier-2 institution (Delhi College of Engineering). Semantic Fit: 64%. [Watch: Below JD min experience (4.1yr)]
CAND_0040117,94,0.9928385734558105,Rare combo: Recommendation+Retrieval. Strong upward career arc. 6.5yr — JD sweet spot. Currently: Recommendation Systems Engineer @ PhonePe. Tier-1 institution (IIT Roorkee). Short notice (15d). Semantic Fit: 63%
CAND_0096172,95,0.9927618220448493,Rare combo: Recommendation+Retrieval. Strong upward career arc. 5.2yr — within JD range. Currently: NLP Engineer @ Krutrim. Tier-1 institution (IIT Kanpur). Semantic Fit: 63%. [Watch: Active OSS contributor (GitHub 65/100)]
CAND_0060072,96,0.9927121341228484,Rare combo: Reranking+Dense retrieval. Strong upward career arc. 5.7yr — within JD range. Currently: Staff Machine Learning Engineer @ Amazon. Tier-1 institution (UC Berkeley). Active OSS (GitHub 82/100). Platform test: Deep Learning=81/100. Semantic Fit: 63%. [Watch: Low response rate (10%); Active OSS contributor (GitHub 82/100)]
CAND_0090155,97,0.9926215156912803,Rare combo: LLM fine-tuning specialist. 5.8yr — within JD range. Currently: ML Engineer @ Swiggy. Tier-2 institution (Anna University). Active OSS (GitHub 76/100). Platform test: CNN=81/100. Semantic Fit: 63%. [Watch: Active OSS contributor (GitHub 76/100)]
CAND_0016163,98,0.9926030218601226,Rare combo: Recommendation+Retrieval. Strong upward career arc. 6.7yr — JD sweet spot. Currently: Applied ML Engineer @ Dream11. Tier-2 institution (Jadavpur University). Active OSS (GitHub 95/100). Platform test: Time Series=89/100. Semantic Fit: 63%. [Watch: 120d notice; Active OSS contributor (GitHub 95/100)]
CAND_0086022,99,0.9924419283866882,Rare combo: Reranking+Dense retrieval. Strong upward career arc. 5.3yr — within JD range. Currently: Senior Applied Scientist @ Sarvam AI. Tier-1 institution (Stanford University). Active OSS (GitHub 75/100). Platform test: Vector Search=93/100. Immediate availability. Semantic Fit: 63%. [Watch: Immediate joiner; Active OSS contributor (GitHub 75/100)]
CAND_0091899,100,0.9923993751406669,Rare combo: Production ML+Retrieval ops. Strong upward career arc. 5.8yr — within JD range. Currently: Senior Software Engineer (ML) @ PhonePe. Tier-1 institution (NIT Trichy). Platform test: Milvus=84/100. Semantic Fit: 63%
